Date,open,high,low,close,adj close,volume
2018-01-01,114.57,126.88,113.95,124.23,123.0,151210800.0
2018-02-01,124.74,126.26,111.02,122.94,121.73,186505200.0
2018-03-01,123.26,125.44,116.03,119.62,118.65,184691600.0
2018-04-01,119.27,127.9,116.71,126.88,125.85,165179500.0
2018-05-01,126.86,132.5,125.32,130.72,129.65,147538300.0
2018-06-01,131.84,136.69,129.53,132.45,131.58,154580100.0
2018-07-01,131.96,143.14,131.15,136.74,135.84,161547600.0
2018-08-01,137.74,147.71,137.0,146.89,145.93,143154000.0
2018-09-01,146.93,150.64,142.54,150.09,149.33,147499300.0
2018-10-01,150.89,151.56,129.79,137.85,137.15,254090900.0
2018-11-01,139.0,145.46,129.54,141.71,140.99,208765500.0
2018-12-01,145.0,145.72,121.6,131.94,131.51,242678900.0
