Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,152.009995,159.039993,151.119995,159.039993,157.688477,12896200
2018-01-08,158.580002,162.520004,157.570007,162.330002,160.950546,13978900
2018-01-15,163.639999,166.949997,161.309998,166.830002,165.672729,14906500
2018-01-22,166.580002,170.360001,165.949997,170.339996,169.158371,13504100
2018-01-29,170.119995,177.110001,166.300003,170.550003,169.366943,26530100
2018-02-05,167.369995,172.610001,156.800003,165.199997,164.054016,31681400
2018-02-12,166.800003,176.669998,165.580002,175.649994,174.431534,21030200
2018-02-19,174.880005,176.429993,170.800003,175.759995,174.540756,18449200
2018-02-26,176.500000,179.169998,169.270004,175.020004,173.805908,20898300
2018-03-05,174.130005,183.330002,172.910004,183.240005,181.968903,17817700
2018-03-12,182.830002,183.729996,179.619995,182.550003,181.283676,16559500
2018-03-19,181.789993,183.500000,171.660004,171.830002,170.638046,18579100
2018-03-26,175.330002,178.500000,168.550003,175.160004,173.944962,19425000
2018-04-02,174.639999,177.440002,167.940002,169.699997,168.522812,20902900
2018-04-09,171.270004,176.479996,170.139999,174.270004,173.307556,15968800
2018-04-16,175.619995,179.800003,172.970001,177.080002,176.102051,19822400
2018-04-23,178.160004,179.630005,170.649994,175.940002,174.968353,21685600
2018-04-30,177.490005,188.789993,176.910004,188.169998,187.130798,28664600
2018-05-07,188.300003,194.089996,187.630005,193.350006,192.282196,16530500
2018-05-14,193.500000,194.720001,190.149994,190.399994,189.348480,14320800
2018-05-21,191.500000,193.399994,189.720001,191.169998,190.114227,13073000
2018-05-28,190.250000,195.369995,186.600006,195.369995,194.291031,16145500
2018-06-04,195.940002,204.000000,195.229996,200.039993,198.935242,16186600
2018-06-11,200.610001,201.619995,197.570007,199.529999,198.428085,14972500
2018-06-18,197.639999,203.679993,197.270004,201.479996,200.367279,14317900
2018-06-25,200.389999,200.440002,193.160004,196.520004,195.434692,17912800
2018-07-02,195.740005,200.259995,194.750000,199.520004,198.418106,9737900
2018-07-09,200.800003,209.190002,199.250000,205.910004,205.030579,14031900
2018-07-16,205.619995,208.710007,201.630005,206.710007,205.827164,14535000
2018-07-23,206.699997,214.279999,201.220001,202.940002,202.073257,23387800
2018-07-30,202.949997,203.330002,196.199997,201.199997,200.340683,21307900
2018-08-06,201.000000,204.660004,200.509995,202.649994,201.784500,13193300
2018-08-13,202.649994,204.600006,199.500000,203.210007,202.342117,12143200
2018-08-20,203.470001,209.500000,202.250000,209.399994,208.505661,11324400
2018-08-27,210.179993,215.860001,210.179993,215.559998,214.639359,14065500
2018-09-03,215.679993,217.350006,209.699997,211.089996,210.188446,13977300
2018-09-10,212.660004,218.820007,210.100006,217.960007,217.029114,14882100
2018-09-17,219.970001,223.369995,216.110001,221.899994,220.952286,18521200
2018-09-24,220.410004,224.360001,218.210007,222.610001,221.659256,13265100
2018-10-01,224.839996,225.350006,211.850006,213.259995,212.349182,18611800
2018-10-08,211.699997,211.800003,192.910004,204.220001,203.583267,35070900
2018-10-15,203.720001,208.119995,199.529999,203.059998,202.426865,24192300
2018-10-22,203.720001,206.259995,195.380005,197.490005,196.874252,25002100
2018-10-29,200.350006,202.339996,183.750000,197.720001,197.103531,32247000
2018-11-05,198.199997,208.860001,194.289993,205.619995,204.978897,18101500
2018-11-12,204.619995,205.250000,194.330002,199.039993,198.419403,15942000
2018-11-19,199.039993,199.399994,177.399994,182.600006,182.030670,18932200
2018-11-26,185.580002,202.470001,183.679993,201.070007,200.443085,30488900
2018-12-03,206.009995,209.910004,194.220001,196.500000,195.887329,24755500
2018-12-10,194.649994,205.960007,193.000000,195.330002,194.720993,21891400
2018-12-17,193.500000,194.350006,175.000000,175.190002,174.643768,30842600
2018-12-24,173.149994,190.100006,171.889999,186.160004,185.579575,19138800
2018-12-31,186.919998,189.000000,186.360001,188.649994,188.061798,3658500
